error_id,e_protein,e_carbs,e_fats
850,1,29,10
851,1,29,11
852,1,29,12
853,1,29,13
854,1,29,14
855,1,29,15
856,1,29,16
857,1,29,17
858,1,29,18
859,1,29,19
860,1,29,20
861,1,29,21
862,1,29,22
863,1,29,23
864,1,29,24
865,1,29,25
866,1,29,26
867,1,29,27
868,1,29,28
869,1,29,29
870,1,29,30
871,1,30,1
872,1,30,2
873,1,30,3
874,1,30,4
875,1,30,5
876,1,30,6
877,1,30,7
878,1,30,8
879,1,30,9
880,1,30,10
881,1,30,11
882,1,30,12
883,1,30,13
884,1,30,14
885,1,30,15
886,1,30,16
887,1,30,17
888,1,30,18
889,1,30,19
890,1,30,20
891,1,30,21
892,1,30,22
893,1,30,23
894,1,30,24
895,1,30,25
896,1,30,26
897,1,30,27
898,1,30,28
899,1,30,29
900,1,30,30
901,2,1,1
902,2,1,2
903,2,1,3
904,2,1,4
905,2,1,5
906,2,1,6
907,2,1,7
908,2,1,8
909,2,1,9
910,2,1,10
911,2,1,11
912,2,1,12
913,2,1,13
914,2,1,14
915,2,1,15
916,2,1,16
917,2,1,17
918,2,1,18
919,2,1,19
920,2,1,20
921,2,1,21
922,2,1,22
923,2,1,23
924,2,1,24
925,2,1,25
926,2,1,26
927,2,1,27
928,2,1,28
929,2,1,29
930,2,1,30
931,2,2,1
932,2,2,2
933,2,2,3
934,2,2,4
935,2,2,5
936,2,2,6
937,2,2,7
938,2,2,8
939,2,2,9
940,2,2,10
941,2,2,11
942,2,2,12
943,2,2,13
944,2,2,14
945,2,2,15
946,2,2,16
947,2,2,17
948,2,2,18
949,2,2,19
950,2,2,20
951,2,2,21
952,2,2,22
953,2,2,23
954,2,2,24
955,2,2,25
956,2,2,26
957,2,2,27
958,2,2,28
959,2,2,29
960,2,2,30
961,2,3,1
962,2,3,2
963,2,3,3
964,2,3,4
965,2,3,5
966,2,3,6
967,2,3,7
968,2,3,8
969,2,3,9
970,2,3,10
971,2,3,11
972,2,3,12
973,2,3,13
974,2,3,14
975,2,3,15
976,2,3,16
977,2,3,17
978,2,3,18
979,2,3,19
980,2,3,20
981,2,3,21
982,2,3,22
983,2,3,23
984,2,3,24
985,2,3,25
986,2,3,26
987,2,3,27
988,2,3,28
989,2,3,29
990,2,3,30
991,2,4,1
992,2,4,2
993,2,4,3
994,2,4,4
995,2,4,5
996,2,4,6
997,2,4,7
998,2,4,8
999,2,4,9
1000,2,4,10
1001,2,4,11
1002,2,4,12
1003,2,4,13
1004,2,4,14
1005,2,4,15
1006,2,4,16
1007,2,4,17
1008,2,4,18
1009,2,4,19
1010,2,4,20
1011,2,4,21
1012,2,4,22
1013,2,4,23
1014,2,4,24
1015,2,4,25
1016,2,4,26
1017,2,4,27
1018,2,4,28
1019,2,4,29
1020,2,4,30
1021,2,5,1
1022,2,5,2
1023,2,5,3
1024,2,5,4
1025,2,5,5
1026,2,5,6
1027,2,5,7
1028,2,5,8
1029,2,5,9
1030,2,5,10
1031,2,5,11
1032,2,5,12
1033,2,5,13
1034,2,5,14
1035,2,5,15
1036,2,5,16
1037,2,5,17
1038,2,5,18
1039,2,5,19
1040,2,5,20
1041,2,5,21
1042,2,5,22
1043,2,5,23
1044,2,5,24
1045,2,5,25
1046,2,5,26
1047,2,5,27
1048,2,5,28
1049,2,5,29
1050,2,5,30
1051,2,6,1
1052,2,6,2
1053,2,6,3
1054,2,6,4
1055,2,6,5
1056,2,6,6
1057,2,6,7
1058,2,6,8
1059,2,6,9
1060,2,6,10
1061,2,6,11
1062,2,6,12
1063,2,6,13
1064,2,6,14
1065,2,6,15
1066,2,6,16
1067,2,6,17
1068,2,6,18
1069,2,6,19
1070,2,6,20
1071,2,6,21
1072,2,6,22
1073,2,6,23
1074,2,6,24
1075,2,6,25
1076,2,6,26
1077,2,6,27
1078,2,6,28
1079,2,6,29
1080,2,6,30
1081,2,7,1
1082,2,7,2
1083,2,7,3
1084,2,7,4
1085,2,7,5
1086,2,7,6
1087,2,7,7
1088,2,7,8
1089,2,7,9
1090,2,7,10
1091,2,7,11
1092,2,7,12
1093,2,7,13
1094,2,7,14
1095,2,7,15
1096,2,7,16
1097,2,7,17
1098,2,7,18
1099,2,7,19
1100,2,7,20
1101,2,7,21
1102,2,7,22
1103,2,7,23
1104,2,7,24
1105,2,7,25
1106,2,7,26
1107,2,7,27
1108,2,7,28
1109,2,7,29
1110,2,7,30
1111,2,8,1
1112,2,8,2
1113,2,8,3
1114,2,8,4
1115,2,8,5
1116,2,8,6
1117,2,8,7
1118,2,8,8
1119,2,8,9
1120,2,8,10
1121,2,8,11
1122,2,8,12
1123,2,8,13
1124,2,8,14
1125,2,8,15
1126,2,8,16
1127,2,8,17
1128,2,8,18
1129,2,8,19
1130,2,8,20
1131,2,8,21
1132,2,8,22
1133,2,8,23
1134,2,8,24
1135,2,8,25
1136,2,8,26
1137,2,8,27
1138,2,8,28
1139,2,8,29
1140,2,8,30
1141,2,9,1
1142,2,9,2
1143,2,9,3
1144,2,9,4
1145,2,9,5
1146,2,9,6
1147,2,9,7
1148,2,9,8
1149,2,9,9
1150,2,9,10
1151,2,9,11
1152,2,9,12
1153,2,9,13
1154,2,9,14
1155,2,9,15
1156,2,9,16
1157,2,9,17
1158,2,9,18
1159,2,9,19
1160,2,9,20
1161,2,9,21
1162,2,9,22
1163,2,9,23
1164,2,9,24
1165,2,9,25
1166,2,9,26
1167,2,9,27
1168,2,9,28
1169,2,9,29
1170,2,9,30
1171,2,10,1
1172,2,10,2
1173,2,10,3
1174,2,10,4
1175,2,10,5
1176,2,10,6
1177,2,10,7
1178,2,10,8
1179,2,10,9
1180,2,10,10
1181,2,10,11
1182,2,10,12
1183,2,10,13
1184,2,10,14
1185,2,10,15
1186,2,10,16
1187,2,10,17
1188,2,10,18
1189,2,10,19
1190,2,10,20
1191,2,10,21
1192,2,10,22
1193,2,10,23
1194,2,10,24
1195,2,10,25
1196,2,10,26
1197,2,10,27
1198,2,10,28
1199,2,10,29
1200,2,10,30
1201,2,11,1
1202,2,11,2
1203,2,11,3
1204,2,11,4
1205,2,11,5
1206,2,11,6
1207,2,11,7
1208,2,11,8
1209,2,11,9
1210,2,11,10
1211,2,11,11
1212,2,11,12
1213,2,11,13
1214,2,11,14
1215,2,11,15
1216,2,11,16
1217,2,11,17
1218,2,11,18
1219,2,11,19
1220,2,11,20
1221,2,11,21
1222,2,11,22
1223,2,11,23
1224,2,11,24
1225,2,11,25
1226,2,11,26
1227,2,11,27
1228,2,11,28
1229,2,11,29
1230,2,11,30
1231,2,12,1
1232,2,12,2
1233,2,12,3
1234,2,12,4
1235,2,12,5
1236,2,12,6
1237,2,12,7
1238,2,12,8
1239,2,12,9
1240,2,12,10
1241,2,12,11
1242,2,12,12
1243,2,12,13
1244,2,12,14
1245,2,12,15
1246,2,12,16
1247,2,12,17
1248,2,12,18
1249,2,12,19
1250,2,12,20
1251,2,12,21
1252,2,12,22
1253,2,12,23
1254,2,12,24
1255,2,12,25
1256,2,12,26
1257,2,12,27
1258,2,12,28
1259,2,12,29
1260,2,12,30
1261,2,13,1
1262,2,13,2
1263,2,13,3
1264,2,13,4
1265,2,13,5
1266,2,13,6
1267,2,13,7
1268,2,13,8
1269,2,13,9
1270,2,13,10
1271,2,13,11
1272,2,13,12
1273,2,13,13
1274,2,13,14
1275,2,13,15
1276,2,13,16
1277,2,13,17
1278,2,13,18
1279,2,13,19
1280,2,13,20
1281,2,13,21
1282,2,13,22
1283,2,13,23
1284,2,13,24
1285,2,13,25
1286,2,13,26
1287,2,13,27
1288,2,13,28
1289,2,13,29
1290,2,13,30
1291,2,14,1
1292,2,14,2
1293,2,14,3
1294,2,14,4
1295,2,14,5
1296,2,14,6
1297,2,14,7
1298,2,14,8
1299,2,14,9
1300,2,14,10
1301,2,14,11
1302,2,14,12
1303,2,14,13
1304,2,14,14
1305,2,14,15
1306,2,14,16
1307,2,14,17
1308,2,14,18
1309,2,14,19
1310,2,14,20
1311,2,14,21
1312,2,14,22
1313,2,14,23
1314,2,14,24
1315,2,14,25
1316,2,14,26
1317,2,14,27
1318,2,14,28
1319,2,14,29
1320,2,14,30
1321,2,15,1
1322,2,15,2
1323,2,15,3
1324,2,15,4
1325,2,15,5
1326,2,15,6
1327,2,15,7
1328,2,15,8
1329,2,15,9
1330,2,15,10
1331,2,15,11
1332,2,15,12
1333,2,15,13
1334,2,15,14
1335,2,15,15
1336,2,15,16
1337,2,15,17
1338,2,15,18
1339,2,15,19
1340,2,15,20
1341,2,15,21
1342,2,15,22
1343,2,15,23
1344,2,15,24
1345,2,15,25
1346,2,15,26
1347,2,15,27
1348,2,15,28
1349,2,15,29
1350,2,15,30
1351,2,16,1
1352,2,16,2
1353,2,16,3
1354,2,16,4
1355,2,16,5
1356,2,16,6
1357,2,16,7
1358,2,16,8
1359,2,16,9
1360,2,16,10
1361,2,16,11
1362,2,16,12
1363,2,16,13
1364,2,16,14
1365,2,16,15
1366,2,16,16
1367,2,16,17
1368,2,16,18
1369,2,16,19
1370,2,16,20
1371,2,16,21
1372,2,16,22
1373,2,16,23
1374,2,16,24
1375,2,16,25
1376,2,16,26
1377,2,16,27
1378,2,16,28
1379,2,16,29
1380,2,16,30
1381,2,17,1
1382,2,17,2
1383,2,17,3
1384,2,17,4
1385,2,17,5
1386,2,17,6
1387,2,17,7
1388,2,17,8
1389,2,17,9
1390,2,17,10
1391,2,17,11
1392,2,17,12
1393,2,17,13
1394,2,17,14
1395,2,17,15
1396,2,17,16
1397,2,17,17
1398,2,17,18
1399,2,17,19
1400,2,17,20
1401,2,17,21
1402,2,17,22
1403,2,17,23
1404,2,17,24
1405,2,17,25
1406,2,17,26
1407,2,17,27
1408,2,17,28
1409,2,17,29
1410,2,17,30
1411,2,18,1
1412,2,18,2
1413,2,18,3
1414,2,18,4
1415,2,18,5
1416,2,18,6
1417,2,18,7
1418,2,18,8
1419,2,18,9
1420,2,18,10
1421,2,18,11
1422,2,18,12
1423,2,18,13
1424,2,18,14
1425,2,18,15
1426,2,18,16
1427,2,18,17
1428,2,18,18
1429,2,18,19
1430,2,18,20
1431,2,18,21
1432,2,18,22
1433,2,18,23
1434,2,18,24
1435,2,18,25
1436,2,18,26
1437,2,18,27
1438,2,18,28
1439,2,18,29
1440,2,18,30
1441,2,19,1
1442,2,19,2
1443,2,19,3
1444,2,19,4
1445,2,19,5
1446,2,19,6
1447,2,19,7
1448,2,19,8
1449,2,19,9
1450,2,19,10
1451,2,19,11
1452,2,19,12
1453,2,19,13
1454,2,19,14
1455,2,19,15
1456,2,19,16
1457,2,19,17
1458,2,19,18
1459,2,19,19
1460,2,19,20
1461,2,19,21
1462,2,19,22
1463,2,19,23
1464,2,19,24
1465,2,19,25
1466,2,19,26
1467,2,19,27
1468,2,19,28
1469,2,19,29
1470,2,19,30
1471,2,20,1
1472,2,20,2
1473,2,20,3
1474,2,20,4
1475,2,20,5
1476,2,20,6
1477,2,20,7
1478,2,20,8
1479,2,20,9
1480,2,20,10
1481,2,20,11
1482,2,20,12
1483,2,20,13
1484,2,20,14
1485,2,20,15
1486,2,20,16
1487,2,20,17
1488,2,20,18
1489,2,20,19
1490,2,20,20
1491,2,20,21
1492,2,20,22
1493,2,20,23
1494,2,20,24
1495,2,20,25
1496,2,20,26
1497,2,20,27
1498,2,20,28
1499,2,20,29
1500,2,20,30
1501,2,21,1
1502,2,21,2
1503,2,21,3
1504,2,21,4
1505,2,21,5
1506,2,21,6
1507,2,21,7
1508,2,21,8
1509,2,21,9
1510,2,21,10
1511,2,21,11
1512,2,21,12
1513,2,21,13
1514,2,21,14
1515,2,21,15
1516,2,21,16
1517,2,21,17
1518,2,21,18
1519,2,21,19
1520,2,21,20
1521,2,21,21
1522,2,21,22
1523,2,21,23
1524,2,21,24
1525,2,21,25
1526,2,21,26
1527,2,21,27
1528,2,21,28
1529,2,21,29
1530,2,21,30
1531,2,22,1
1532,2,22,2
1533,2,22,3
1534,2,22,4
1535,2,22,5
1536,2,22,6
1537,2,22,7
1538,2,22,8
1539,2,22,9
1540,2,22,10
1541,2,22,11
1542,2,22,12
1543,2,22,13
1544,2,22,14
1545,2,22,15
1546,2,22,16
1547,2,22,17
1548,2,22,18
1549,2,22,19
1550,2,22,20
1551,2,22,21
1552,2,22,22
1553,2,22,23
1554,2,22,24
1555,2,22,25
1556,2,22,26
1557,2,22,27
1558,2,22,28
1559,2,22,29
1560,2,22,30
1561,2,23,1
1562,2,23,2
1563,2,23,3
1564,2,23,4
1565,2,23,5
1566,2,23,6
1567,2,23,7
1568,2,23,8
1569,2,23,9
1570,2,23,10
1571,2,23,11
1572,2,23,12
1573,2,23,13
1574,2,23,14
1575,2,23,15
1576,2,23,16
1577,2,23,17
1578,2,23,18
1579,2,23,19
1580,2,23,20
1581,2,23,21
1582,2,23,22
1583,2,23,23
1584,2,23,24
1585,2,23,25
1586,2,23,26
1587,2,23,27
1588,2,23,28
1589,2,23,29
1590,2,23,30
1591,2,24,1
1592,2,24,2
1593,2,24,3
1594,2,24,4
1595,2,24,5
1596,2,24,6
1597,2,24,7
1598,2,24,8
1599,2,24,9
1600,2,24,10
1601,2,24,11
1602,2,24,12
1603,2,24,13
1604,2,24,14
1605,2,24,15
1606,2,24,16
1607,2,24,17
1608,2,24,18
1609,2,24,19
1610,2,24,20
1611,2,24,21
1612,2,24,22
1613,2,24,23
1614,2,24,24
1615,2,24,25
1616,2,24,26
1617,2,24,27
1618,2,24,28
1619,2,24,29
1620,2,24,30
1621,2,25,1
1622,2,25,2
1623,2,25,3
1624,2,25,4
1625,2,25,5
1626,2,25,6
1627,2,25,7
1628,2,25,8
1629,2,25,9
1630,2,25,10
1631,2,25,11
1632,2,25,12
1633,2,25,13
1634,2,25,14
1635,2,25,15
1636,2,25,16
1637,2,25,17
1638,2,25,18
1639,2,25,19
1640,2,25,20
1641,2,25,21
1642,2,25,22
1643,2,25,23
1644,2,25,24
1645,2,25,25
1646,2,25,26
1647,2,25,27
1648,2,25,28
1649,2,25,29
1650,2,25,30
1651,2,26,1
1652,2,26,2
1653,2,26,3
1654,2,26,4
1655,2,26,5
1656,2,26,6
1657,2,26,7
1658,2,26,8
1659,2,26,9
1660,2,26,10
1661,2,26,11
1662,2,26,12
