"error_id","e_protein","e_carbs","e_fats"
"210","1.00","7.00","30.00"
"211","1.00","8.00","1.00"
"212","1.00","8.00","2.00"
"213","1.00","8.00","3.00"
"214","1.00","8.00","4.00"
"215","1.00","8.00","5.00"
"216","1.00","8.00","6.00"
"217","1.00","8.00","7.00"
"218","1.00","8.00","8.00"
"219","1.00","8.00","9.00"
"220","1.00","8.00","10.00"
"221","1.00","8.00","11.00"
"222","1.00","8.00","12.00"
"223","1.00","8.00","13.00"
"224","1.00","8.00","14.00"
"225","1.00","8.00","15.00"
"226","1.00","8.00","16.00"
"227","1.00","8.00","17.00"
"228","1.00","8.00","18.00"
"229","1.00","8.00","19.00"
"230","1.00","8.00","20.00"
"231","1.00","8.00","21.00"
"232","1.00","8.00","22.00"
"233","1.00","8.00","23.00"
"234","1.00","8.00","24.00"
"235","1.00","8.00","25.00"
"236","1.00","8.00","26.00"
"237","1.00","8.00","27.00"
"238","1.00","8.00","28.00"
"239","1.00","8.00","29.00"
"240","1.00","8.00","30.00"
"241","1.00","9.00","1.00"
"242","1.00","9.00","2.00"
"243","1.00","9.00","3.00"
"244","1.00","9.00","4.00"
"245","1.00","9.00","5.00"
"246","1.00","9.00","6.00"
"247","1.00","9.00","7.00"
"248","1.00","9.00","8.00"
"249","1.00","9.00","9.00"
"250","1.00","9.00","10.00"
"251","1.00","9.00","11.00"
"252","1.00","9.00","12.00"
"253","1.00","9.00","13.00"
"254","1.00","9.00","14.00"
"255","1.00","9.00","15.00"
"256","1.00","9.00","16.00"
"257","1.00","9.00","17.00"
"258","1.00","9.00","18.00"
"259","1.00","9.00","19.00"
"260","1.00","9.00","20.00"
"261","1.00","9.00","21.00"
"262","1.00","9.00","22.00"
"263","1.00","9.00","23.00"
"264","1.00","9.00","24.00"
"265","1.00","9.00","25.00"
"266","1.00","9.00","26.00"
"267","1.00","9.00","27.00"
"268","1.00","9.00","28.00"
"269","1.00","9.00","29.00"
"270","1.00","9.00","30.00"
"271","1.00","10.00","1.00"
"272","1.00","10.00","2.00"
"273","1.00","10.00","3.00"
"274","1.00","10.00","4.00"
"275","1.00","10.00","5.00"
"276","1.00","10.00","6.00"
"277","1.00","10.00","7.00"
"278","1.00","10.00","8.00"
"279","1.00","10.00","9.00"
"280","1.00","10.00","10.00"
"281","1.00","10.00","11.00"
"282","1.00","10.00","12.00"
"283","1.00","10.00","13.00"
"284","1.00","10.00","14.00"
"285","1.00","10.00","15.00"
"286","1.00","10.00","16.00"
"287","1.00","10.00","17.00"
"288","1.00","10.00","18.00"
"289","1.00","10.00","19.00"
"290","1.00","10.00","20.00"
"291","1.00","10.00","21.00"
"292","1.00","10.00","22.00"
"293","1.00","10.00","23.00"
"294","1.00","10.00","24.00"
"295","1.00","10.00","25.00"
"296","1.00","10.00","26.00"
"297","1.00","10.00","27.00"
"298","1.00","10.00","28.00"
"299","1.00","10.00","29.00"
"300","1.00","10.00","30.00"
"301","1.00","11.00","1.00"
"302","1.00","11.00","2.00"
"303","1.00","11.00","3.00"
"304","1.00","11.00","4.00"
"305","1.00","11.00","5.00"
"306","1.00","11.00","6.00"
"307","1.00","11.00","7.00"
"308","1.00","11.00","8.00"
"309","1.00","11.00","9.00"
"310","1.00","11.00","10.00"
"311","1.00","11.00","11.00"
"312","1.00","11.00","12.00"
"313","1.00","11.00","13.00"
"314","1.00","11.00","14.00"
"315","1.00","11.00","15.00"
"316","1.00","11.00","16.00"
"317","1.00","11.00","17.00"
"318","1.00","11.00","18.00"
"319","1.00","11.00","19.00"
"320","1.00","11.00","20.00"
"321","1.00","11.00","21.00"
"322","1.00","11.00","22.00"
"323","1.00","11.00","23.00"
"324","1.00","11.00","24.00"
"325","1.00","11.00","25.00"
"326","1.00","11.00","26.00"
"327","1.00","11.00","27.00"
"328","1.00","11.00","28.00"
"329","1.00","11.00","29.00"
"330","1.00","11.00","30.00"
"331","1.00","12.00","1.00"
"332","1.00","12.00","2.00"
"333","1.00","12.00","3.00"
"334","1.00","12.00","4.00"
"335","1.00","12.00","5.00"
"336","1.00","12.00","6.00"
"337","1.00","12.00","7.00"
"338","1.00","12.00","8.00"
"339","1.00","12.00","9.00"
"340","1.00","12.00","10.00"
"341","1.00","12.00","11.00"
"342","1.00","12.00","12.00"
"343","1.00","12.00","13.00"
"344","1.00","12.00","14.00"
"345","1.00","12.00","15.00"
"346","1.00","12.00","16.00"
"347","1.00","12.00","17.00"
"348","1.00","12.00","18.00"
"349","1.00","12.00","19.00"
"350","1.00","12.00","20.00"
"351","1.00","12.00","21.00"
"352","1.00","12.00","22.00"
"353","1.00","12.00","23.00"
"354","1.00","12.00","24.00"
"355","1.00","12.00","25.00"
"356","1.00","12.00","26.00"
"357","1.00","12.00","27.00"
"358","1.00","12.00","28.00"
"359","1.00","12.00","29.00"
"360","1.00","12.00","30.00"
"361","1.00","13.00","1.00"
"362","1.00","13.00","2.00"
"363","1.00","13.00","3.00"
"364","1.00","13.00","4.00"
"365","1.00","13.00","5.00"
"366","1.00","13.00","6.00"
"367","1.00","13.00","7.00"
"368","1.00","13.00","8.00"
"369","1.00","13.00","9.00"
"370","1.00","13.00","10.00"
"371","1.00","13.00","11.00"
"372","1.00","13.00","12.00"
"373","1.00","13.00","13.00"
"374","1.00","13.00","14.00"
"375","1.00","13.00","15.00"
"376","1.00","13.00","16.00"
"377","1.00","13.00","17.00"
"378","1.00","13.00","18.00"
"379","1.00","13.00","19.00"
"380","1.00","13.00","20.00"
"381","1.00","13.00","21.00"
"382","1.00","13.00","22.00"
"383","1.00","13.00","23.00"
"384","1.00","13.00","24.00"
"385","1.00","13.00","25.00"
"386","1.00","13.00","26.00"
"387","1.00","13.00","27.00"
"388","1.00","13.00","28.00"
"389","1.00","13.00","29.00"
"390","1.00","13.00","30.00"
"391","1.00","14.00","1.00"
"392","1.00","14.00","2.00"
"393","1.00","14.00","3.00"
"394","1.00","14.00","4.00"
"395","1.00","14.00","5.00"
"396","1.00","14.00","6.00"
"397","1.00","14.00","7.00"
"398","1.00","14.00","8.00"
"399","1.00","14.00","9.00"
"400","1.00","14.00","10.00"
"401","1.00","14.00","11.00"
"402","1.00","14.00","12.00"
"403","1.00","14.00","13.00"
"404","1.00","14.00","14.00"
"405","1.00","14.00","15.00"
"406","1.00","14.00","16.00"
"407","1.00","14.00","17.00"
"408","1.00","14.00","18.00"
"409","1.00","14.00","19.00"
"410","1.00","14.00","20.00"
"411","1.00","14.00","21.00"
"412","1.00","14.00","22.00"
"413","1.00","14.00","23.00"
"414","1.00","14.00","24.00"
"415","1.00","14.00","25.00"
"416","1.00","14.00","26.00"
"417","1.00","14.00","27.00"
"418","1.00","14.00","28.00"
"419","1.00","14.00","29.00"
"420","1.00","14.00","30.00"
"421","1.00","15.00","1.00"
"422","1.00","15.00","2.00"
"423","1.00","15.00","3.00"
"424","1.00","15.00","4.00"
"425","1.00","15.00","5.00"
"426","1.00","15.00","6.00"
"427","1.00","15.00","7.00"
"428","1.00","15.00","8.00"
"429","1.00","15.00","9.00"
"430","1.00","15.00","10.00"
"431","1.00","15.00","11.00"
"432","1.00","15.00","12.00"
"433","1.00","15.00","13.00"
"434","1.00","15.00","14.00"
"435","1.00","15.00","15.00"
"436","1.00","15.00","16.00"
"437","1.00","15.00","17.00"
"438","1.00","15.00","18.00"
"439","1.00","15.00","19.00"
"440","1.00","15.00","20.00"
"441","1.00","15.00","21.00"
"442","1.00","15.00","22.00"
"443","1.00","15.00","23.00"
"444","1.00","15.00","24.00"
"445","1.00","15.00","25.00"
"446","1.00","15.00","26.00"
"447","1.00","15.00","27.00"
"448","1.00","15.00","28.00"
"449","1.00","15.00","29.00"
"450","1.00","15.00","30.00"
"451","1.00","16.00","1.00"
"452","1.00","16.00","2.00"
"453","1.00","16.00","3.00"
"454","1.00","16.00","4.00"
"455","1.00","16.00","5.00"
"456","1.00","16.00","6.00"
"457","1.00","16.00","7.00"
"458","1.00","16.00","8.00"
"459","1.00","16.00","9.00"
"460","1.00","16.00","10.00"
"461","1.00","16.00","11.00"
"462","1.00","16.00","12.00"
"463","1.00","16.00","13.00"
"464","1.00","16.00","14.00"
"465","1.00","16.00","15.00"
"466","1.00","16.00","16.00"
"467","1.00","16.00","17.00"
"468","1.00","16.00","18.00"
"469","1.00","16.00","19.00"
"470","1.00","16.00","20.00"
"471","1.00","16.00","21.00"
"472","1.00","16.00","22.00"
"473","1.00","16.00","23.00"
"474","1.00","16.00","24.00"
"475","1.00","16.00","25.00"
"476","1.00","16.00","26.00"
"477","1.00","16.00","27.00"
"478","1.00","16.00","28.00"
"479","1.00","16.00","29.00"
"480","1.00","16.00","30.00"
"481","1.00","17.00","1.00"
"482","1.00","17.00","2.00"
"483","1.00","17.00","3.00"
"484","1.00","17.00","4.00"
"485","1.00","17.00","5.00"
"486","1.00","17.00","6.00"
"487","1.00","17.00","7.00"
"488","1.00","17.00","8.00"
"489","1.00","17.00","9.00"
"490","1.00","17.00","10.00"
"491","1.00","17.00","11.00"
"492","1.00","17.00","12.00"
"493","1.00","17.00","13.00"
"494","1.00","17.00","14.00"
"495","1.00","17.00","15.00"
"496","1.00","17.00","16.00"
"497","1.00","17.00","17.00"
"498","1.00","17.00","18.00"
"499","1.00","17.00","19.00"
"500","1.00","17.00","20.00"
"501","1.00","17.00","21.00"
"502","1.00","17.00","22.00"
"503","1.00","17.00","23.00"
"504","1.00","17.00","24.00"
"505","1.00","17.00","25.00"
"506","1.00","17.00","26.00"
"507","1.00","17.00","27.00"
"508","1.00","17.00","28.00"
"509","1.00","17.00","29.00"
"510","1.00","17.00","30.00"
"511","1.00","18.00","1.00"
"512","1.00","18.00","2.00"
"513","1.00","18.00","3.00"
"514","1.00","18.00","4.00"
"515","1.00","18.00","5.00"
"516","1.00","18.00","6.00"
"517","1.00","18.00","7.00"
"518","1.00","18.00","8.00"
"519","1.00","18.00","9.00"
"520","1.00","18.00","10.00"
"521","1.00","18.00","11.00"
"522","1.00","18.00","12.00"
"523","1.00","18.00","13.00"
"524","1.00","18.00","14.00"
"525","1.00","18.00","15.00"
"526","1.00","18.00","16.00"
"527","1.00","18.00","17.00"
"528","1.00","18.00","18.00"
"529","1.00","18.00","19.00"
"530","1.00","18.00","20.00"
"531","1.00","18.00","21.00"
"532","1.00","18.00","22.00"
"533","1.00","18.00","23.00"
"534","1.00","18.00","24.00"
"535","1.00","18.00","25.00"
"536","1.00","18.00","26.00"
"537","1.00","18.00","27.00"
"538","1.00","18.00","28.00"
"539","1.00","18.00","29.00"
"540","1.00","18.00","30.00"
"541","1.00","19.00","1.00"
"542","1.00","19.00","2.00"
"543","1.00","19.00","3.00"
"544","1.00","19.00","4.00"
"545","1.00","19.00","5.00"
"546","1.00","19.00","6.00"
"547","1.00","19.00","7.00"
"548","1.00","19.00","8.00"
"549","1.00","19.00","9.00"
"550","1.00","19.00","10.00"
"551","1.00","19.00","11.00"
"552","1.00","19.00","12.00"
"553","1.00","19.00","13.00"
"554","1.00","19.00","14.00"
"555","1.00","19.00","15.00"
"556","1.00","19.00","16.00"
"557","1.00","19.00","17.00"
"558","1.00","19.00","18.00"
"559","1.00","19.00","19.00"
"560","1.00","19.00","20.00"
"561","1.00","19.00","21.00"
"562","1.00","19.00","22.00"
"563","1.00","19.00","23.00"
"564","1.00","19.00","24.00"
"565","1.00","19.00","25.00"
"566","1.00","19.00","26.00"
"567","1.00","19.00","27.00"
"568","1.00","19.00","28.00"
"569","1.00","19.00","29.00"
"570","1.00","19.00","30.00"
"571","1.00","20.00","1.00"
"572","1.00","20.00","2.00"
"573","1.00","20.00","3.00"
"574","1.00","20.00","4.00"
"575","1.00","20.00","5.00"
"576","1.00","20.00","6.00"
"577","1.00","20.00","7.00"
"578","1.00","20.00","8.00"
"579","1.00","20.00","9.00"
"580","1.00","20.00","10.00"
"581","1.00","20.00","11.00"
"582","1.00","20.00","12.00"
"583","1.00","20.00","13.00"
"584","1.00","20.00","14.00"
"585","1.00","20.00","15.00"
"586","1.00","20.00","16.00"
"587","1.00","20.00","17.00"
"588","1.00","20.00","18.00"
"589","1.00","20.00","19.00"
"590","1.00","20.00","20.00"
"591","1.00","20.00","21.00"
"592","1.00","20.00","22.00"
"593","1.00","20.00","23.00"
"594","1.00","20.00","24.00"
"595","1.00","20.00","25.00"
"596","1.00","20.00","26.00"
"597","1.00","20.00","27.00"
"598","1.00","20.00","28.00"
"599","1.00","20.00","29.00"
"600","1.00","20.00","30.00"
"601","1.00","21.00","1.00"
"602","1.00","21.00","2.00"
"603","1.00","21.00","3.00"
"604","1.00","21.00","4.00"
"605","1.00","21.00","5.00"
"606","1.00","21.00","6.00"
"607","1.00","21.00","7.00"
"608","1.00","21.00","8.00"
"609","1.00","21.00","9.00"
"610","1.00","21.00","10.00"
"611","1.00","21.00","11.00"
"612","1.00","21.00","12.00"
"613","1.00","21.00","13.00"
"614","1.00","21.00","14.00"
"615","1.00","21.00","15.00"
"616","1.00","21.00","16.00"
"617","1.00","21.00","17.00"
"618","1.00","21.00","18.00"
"619","1.00","21.00","19.00"
"620","1.00","21.00","20.00"
"621","1.00","21.00","21.00"
"622","1.00","21.00","22.00"
"623","1.00","21.00","23.00"
"624","1.00","21.00","24.00"
"625","1.00","21.00","25.00"
"626","1.00","21.00","26.00"
"627","1.00","21.00","27.00"
"628","1.00","21.00","28.00"
"629","1.00","21.00","29.00"
"630","1.00","21.00","30.00"
"631","1.00","22.00","1.00"
"632","1.00","22.00","2.00"
"633","1.00","22.00","3.00"
"634","1.00","22.00","4.00"
"635","1.00","22.00","5.00"
"636","1.00","22.00","6.00"
"637","1.00","22.00","7.00"
"638","1.00","22.00","8.00"
"639","1.00","22.00","9.00"
"640","1.00","22.00","10.00"
"641","1.00","22.00","11.00"
"642","1.00","22.00","12.00"
"643","1.00","22.00","13.00"
"644","1.00","22.00","14.00"
"645","1.00","22.00","15.00"
"646","1.00","22.00","16.00"
"647","1.00","22.00","17.00"
"648","1.00","22.00","18.00"
"649","1.00","22.00","19.00"
"650","1.00","22.00","20.00"
"651","1.00","22.00","21.00"
"652","1.00","22.00","22.00"
"653","1.00","22.00","23.00"
"654","1.00","22.00","24.00"
"655","1.00","22.00","25.00"
"656","1.00","22.00","26.00"
"657","1.00","22.00","27.00"
"658","1.00","22.00","28.00"
"659","1.00","22.00","29.00"
"660","1.00","22.00","30.00"
"661","1.00","23.00","1.00"
"662","1.00","23.00","2.00"
"663","1.00","23.00","3.00"
"664","1.00","23.00","4.00"
"665","1.00","23.00","5.00"
"666","1.00","23.00","6.00"
"667","1.00","23.00","7.00"
"668","1.00","23.00","8.00"
"669","1.00","23.00","9.00"
"670","1.00","23.00","10.00"
"671","1.00","23.00","11.00"
"672","1.00","23.00","12.00"
"673","1.00","23.00","13.00"
"674","1.00","23.00","14.00"
"675","1.00","23.00","15.00"
"676","1.00","23.00","16.00"
"677","1.00","23.00","17.00"
"678","1.00","23.00","18.00"
"679","1.00","23.00","19.00"
"680","1.00","23.00","20.00"
"681","1.00","23.00","21.00"
"682","1.00","23.00","22.00"
"683","1.00","23.00","23.00"
"684","1.00","23.00","24.00"
"685","1.00","23.00","25.00"
"686","1.00","23.00","26.00"
"687","1.00","23.00","27.00"
"688","1.00","23.00","28.00"
"689","1.00","23.00","29.00"
"690","1.00","23.00","30.00"
"691","1.00","24.00","1.00"
"692","1.00","24.00","2.00"
"693","1.00","24.00","3.00"
"694","1.00","24.00","4.00"
"695","1.00","24.00","5.00"
"696","1.00","24.00","6.00"
"697","1.00","24.00","7.00"
"698","1.00","24.00","8.00"
"699","1.00","24.00","9.00"
"700","1.00","24.00","10.00"
"701","1.00","24.00","11.00"
"702","1.00","24.00","12.00"
"703","1.00","24.00","13.00"
"704","1.00","24.00","14.00"
"705","1.00","24.00","15.00"
"706","1.00","24.00","16.00"
"707","1.00","24.00","17.00"
"708","1.00","24.00","18.00"
"709","1.00","24.00","19.00"
"710","1.00","24.00","20.00"
"711","1.00","24.00","21.00"
"712","1.00","24.00","22.00"
"713","1.00","24.00","23.00"
"714","1.00","24.00","24.00"
"715","1.00","24.00","25.00"
"716","1.00","24.00","26.00"
"717","1.00","24.00","27.00"
"718","1.00","24.00","28.00"
"719","1.00","24.00","29.00"
"720","1.00","24.00","30.00"
"721","1.00","25.00","1.00"
"722","1.00","25.00","2.00"
"723","1.00","25.00","3.00"
"724","1.00","25.00","4.00"
"725","1.00","25.00","5.00"
"726","1.00","25.00","6.00"
"727","1.00","25.00","7.00"
"728","1.00","25.00","8.00"
"729","1.00","25.00","9.00"
"730","1.00","25.00","10.00"
"731","1.00","25.00","11.00"
"732","1.00","25.00","12.00"
"733","1.00","25.00","13.00"
"734","1.00","25.00","14.00"
"735","1.00","25.00","15.00"
"736","1.00","25.00","16.00"
"737","1.00","25.00","17.00"
"738","1.00","25.00","18.00"
"739","1.00","25.00","19.00"
"740","1.00","25.00","20.00"
"741","1.00","25.00","21.00"
"742","1.00","25.00","22.00"
"743","1.00","25.00","23.00"
"744","1.00","25.00","24.00"
"745","1.00","25.00","25.00"
"746","1.00","25.00","26.00"
"747","1.00","25.00","27.00"
"748","1.00","25.00","28.00"
"749","1.00","25.00","29.00"
"750","1.00","25.00","30.00"
"751","1.00","26.00","1.00"
"752","1.00","26.00","2.00"
"753","1.00","26.00","3.00"
"754","1.00","26.00","4.00"
"755","1.00","26.00","5.00"
"756","1.00","26.00","6.00"
"757","1.00","26.00","7.00"
"758","1.00","26.00","8.00"
"759","1.00","26.00","9.00"
"760","1.00","26.00","10.00"
"761","1.00","26.00","11.00"
"762","1.00","26.00","12.00"
"763","1.00","26.00","13.00"
"764","1.00","26.00","14.00"
"765","1.00","26.00","15.00"
"766","1.00","26.00","16.00"
"767","1.00","26.00","17.00"
"768","1.00","26.00","18.00"
"769","1.00","26.00","19.00"
"770","1.00","26.00","20.00"
"771","1.00","26.00","21.00"
"772","1.00","26.00","22.00"
"773","1.00","26.00","23.00"
"774","1.00","26.00","24.00"
"775","1.00","26.00","25.00"
"776","1.00","26.00","26.00"
"777","1.00","26.00","27.00"
"778","1.00","26.00","28.00"
"779","1.00","26.00","29.00"
"780","1.00","26.00","30.00"
"781","1.00","27.00","1.00"
"782","1.00","27.00","2.00"
"783","1.00","27.00","3.00"
"784","1.00","27.00","4.00"
"785","1.00","27.00","5.00"
"786","1.00","27.00","6.00"
"787","1.00","27.00","7.00"
"788","1.00","27.00","8.00"
"789","1.00","27.00","9.00"
"790","1.00","27.00","10.00"
"791","1.00","27.00","11.00"
"792","1.00","27.00","12.00"
"793","1.00","27.00","13.00"
"794","1.00","27.00","14.00"
"795","1.00","27.00","15.00"
"796","1.00","27.00","16.00"
"797","1.00","27.00","17.00"
"798","1.00","27.00","18.00"
"799","1.00","27.00","19.00"
"800","1.00","27.00","20.00"
"801","1.00","27.00","21.00"
"802","1.00","27.00","22.00"
"803","1.00","27.00","23.00"
"804","1.00","27.00","24.00"
"805","1.00","27.00","25.00"
"806","1.00","27.00","26.00"
"807","1.00","27.00","27.00"
"808","1.00","27.00","28.00"
"809","1.00","27.00","29.00"
"810","1.00","27.00","30.00"
"811","1.00","28.00","1.00"
"812","1.00","28.00","2.00"
"813","1.00","28.00","3.00"
"814","1.00","28.00","4.00"
"815","1.00","28.00","5.00"
"816","1.00","28.00","6.00"
"817","1.00","28.00","7.00"
"818","1.00","28.00","8.00"
"819","1.00","28.00","9.00"
"820","1.00","28.00","10.00"
"821","1.00","28.00","11.00"
"822","1.00","28.00","12.00"
"823","1.00","28.00","13.00"
"824","1.00","28.00","14.00"
"825","1.00","28.00","15.00"
"826","1.00","28.00","16.00"
"827","1.00","28.00","17.00"
"828","1.00","28.00","18.00"
"829","1.00","28.00","19.00"
"830","1.00","28.00","20.00"
"831","1.00","28.00","21.00"
"832","1.00","28.00","22.00"
"833","1.00","28.00","23.00"
"834","1.00","28.00","24.00"
"835","1.00","28.00","25.00"
"836","1.00","28.00","26.00"
"837","1.00","28.00","27.00"
"838","1.00","28.00","28.00"
"839","1.00","28.00","29.00"
"840","1.00","28.00","30.00"
"841","1.00","29.00","1.00"
"842","1.00","29.00","2.00"
"843","1.00","29.00","3.00"
"844","1.00","29.00","4.00"
"845","1.00","29.00","5.00"
"846","1.00","29.00","6.00"
"847","1.00","29.00","7.00"
"848","1.00","29.00","8.00"
"849","1.00","29.00","9.00"
"850","1.00","29.00","10.00"
"851","1.00","29.00","11.00"
"852","1.00","29.00","12.00"
"853","1.00","29.00","13.00"
"854","1.00","29.00","14.00"
"855","1.00","29.00","15.00"
"856","1.00","29.00","16.00"
"857","1.00","29.00","17.00"
"858","1.00","29.00","18.00"
"859","1.00","29.00","19.00"
"860","1.00","29.00","20.00"
"861","1.00","29.00","21.00"
"862","1.00","29.00","22.00"
"863","1.00","29.00","23.00"
"864","1.00","29.00","24.00"
"865","1.00","29.00","25.00"
"866","1.00","29.00","26.00"
"867","1.00","29.00","27.00"
"868","1.00","29.00","28.00"
"869","1.00","29.00","29.00"
"870","1.00","29.00","30.00"
"871","1.00","30.00","1.00"
"872","1.00","30.00","2.00"
